frame_index,frame_path,sku_index,name,price_full,price_discounted,taxonomy,other_text
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,1,Sangaria Ramune Drink Original 200ml Glass Bottle 6-Pack,,,Beverages > Soda,SANGARIA RAMUNE DRINK ラムネ; 6 bottles
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,2,Sangaria Ramune Drink Melon 200ml Glass Bottle 6-Pack,,,Beverages > Soda,RAMUNE DRINK Melon; ラムネ; 6 bottles
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,3,Sangaria Ramune Drink Peach 200ml Glass Bottle 6-Pack,,,Beverages > Soda,RAMUNE DRINK Peach; ラムネ; 6 bottles
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,4,Genki Forest Sparkling Water White Peach 480ml Bottle,,,Beverages > Water > Sparkling,元気森林 气泡水 白桃
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,5,Genki Forest Sparkling Water Lychee 480ml Bottle,,,Beverages > Water > Sparkling,元気森林 气泡水 荔枝
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,6,Genki Forest Sparkling Water Grape 480ml Bottle,,,Beverages > Water > Sparkling,元気森林 气泡水 葡萄
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,7,Pocari Sweat Ion Supply Drink 500ml Bottle,,,Beverages > Sports Drink,POCARI SWEAT Ion Supply Drink
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,8,Suntory C.C. Lemon 500ml Bottle,,,Beverages > Soda,C.C. Lemon; Vitamin C
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,9,Calpis Soda 500ml Bottle,,,Beverages > Soda,CALPIS SODA
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,10,Milkis Original 12 fl oz Can 6-Pack,,,Beverages > Soda,Milkis Soft Drink; Original; 6 cans
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,11,Milkis Strawberry 12 fl oz Can 6-Pack,,,Beverages > Soda,Milkis Strawberry; 6 cans
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,12,Milkis Banana 12 fl oz Can 6-Pack,,,Beverages > Soda,Milkis Banana; 6 cans
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,13,Jiaduobao (JDB) Herbal Tea 310ml Can 6-Pack,,,Beverages > Tea,6 CANS; Herbal Tea
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,14,Wanglaoji Herbal Tea 310ml Can 6-Pack,,,Beverages > Tea,王老吉; Herbal Tea; 6 cans
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,15,Densoda Basil Seed Drink 330ml Can 6-Pack,,,Beverages > Juice Drinks,DENSODA; Basil Seed Drink
12399,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012399.jpg,16,Suntory Oolong Tea 500ml Bottle,,,Beverages > Tea,烏龍茶; Oolong Tea
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,1,Calpico Original 1.5L Bottle,,2 for $10,Beverages > Soft Drinks > Yogurt Drink,Non-carbonated soft drink; white bottle with blue label; promo sign near product
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,2,Calpico Strawberry 1.5L Bottle,,2 for $10,Beverages > Soft Drinks > Yogurt Drink,Strawberry flavor; white/pink bottle in same Calpico set
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,3,Calpico Mango 1.5L Bottle,,2 for $10,Beverages > Soft Drinks > Yogurt Drink,Mango flavor; white/yellow bottle in same Calpico set
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,4,Hata Ramune Grape 200ml Glass Bottle,,,Beverages > Soda,Japanese marble soda; purple drink in Codd-neck bottle
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,5,Mogu Mogu Lychee Nata de Coco Drink 320ml,,,Beverages > Juice Drinks,Chewy coconut jelly; pink bottle with white label and fruit image
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,6,Mogu Mogu Mango Nata de Coco Drink 320ml,,,Beverages > Juice Drinks,Chewy coconut jelly; orange/yellow bottle
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,7,Mogu Mogu Melon Nata de Coco Drink 320ml,,,Beverages > Juice Drinks,Chewy coconut jelly; light green bottle
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,8,Ocean Bomb Sparkling Water Anime Can 330ml,,,Beverages > Sparkling Water,Assorted flavors; tall cans with anime characters
12452,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012452.jpg,9,BRAND'S Essence of Chicken 6 x 68ml,,,Health & Wellness > Tonic Drinks,Green boxed 6-pack; functional drink
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,1,Sanzo Sparkling Water Variety Pack 12oz Can 12-Pack,,,Beverages > Sparkling Water,"variety pack; fruit flavors on box (mango, lychee, calamansi)"
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,2,Sanzo Calamansi Sparkling Water 12oz Can,,,Beverages > Sparkling Water,calamansi flavor; slim can
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,3,Sanzo Mango Sparkling Water 12oz Can,,,Beverages > Sparkling Water,mango flavor; slim can
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,4,Sanzo Lychee Sparkling Water 12oz Can,,,Beverages > Sparkling Water,lychee flavor; slim can
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,5,Sanzo Pomelo Sparkling Water 12oz Can,,,Beverages > Sparkling Water,pomelo flavor; slim can
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,6,Ito En Oi Ocha Unsweetened Green Tea 11.5oz Can 6-Pack,,,Beverages > Tea,お～いお茶; unsweetened green tea; stacked 6-packs of green cans
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,7,Hata Ramune Soda Original 6.76oz Glass Bottle,,,Beverages > Soda,marble-top glass bottles; ramune
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,8,Aloe Vera Drink Original 8.45oz Aseptic Box 6-Pack,,,Beverages > Juice Drinks,"""Aloe"" printed on white multi-pack cartons; original flavor"
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,9,Aloe Vera Drink Strawberry 8.45oz Aseptic Box 6-Pack,,,Beverages > Juice Drinks,"white cartons with red fruit; ""Aloe"" branding"
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,10,Skippy Creamy Peanut Butter 16.3oz Jar,,,Pantry > Spreads,blue lid; SKIPPY; creamy
12471,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012471.jpg,11,Smucker's Strawberry Preserves 18oz Jar,,,Pantry > Jams & Jelly,red gingham lid; Strawberry
13025,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013025.jpg,1,Garden Saltine Crackers,,,Snacks > Crackers & Biscuits,SALTINE; red G logo; SALE tags on shelf
12992,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012992.jpg,1,Roma Malkist Crackers (Box),,,Snacks > Crackers,Cracker MALKIST; red box
12992,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012992.jpg,2,Quaker Oat Cookies (Blue Pack),,,Snacks > Cookies,Quaker; Oat Cookies
12992,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012992.jpg,3,Want Want Shelly Senbei Rice Crackers,,,Snacks > Rice Crackers,雪餅; white bag with red/blue stripes
12992,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0012992.jpg,4,Khong Guan Saltine Crackers (Individual Packs),,,Snacks > Crackers,SALTINE; shelf tags show SALE / MULTI SAVE near these packs
13042,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013042.jpg,1,Saltine Crackers (Blue/Red Pack),,,Snacks > Crackers,SALTINE text visible on packs and shelf tags; stacked on right side of middle-lower shelves.
13042,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013042.jpg,2,Lemon Puff Biscuits (Box),,,Snacks > Cookies,Boxes with 'Lemon Puff' text and lemon imagery on middle shelf.
13042,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013042.jpg,3,Cream Crackers (Green Pack),,,Snacks > Crackers,Green packages with 'Cream Crackers' text near lower-right shelves.
13166,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013166.jpg,1,Coffee Joy Coffee Biscuits,,,Snacks > Cookies,Coffee Joy; thin coffee-flavored biscuits; brown box with coffee cup imagery
13166,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013166.jpg,2,Oreo Strawberry Creme Sandwich Cookies,,,Snacks > Cookies,OREO logo; pink box; strawberry creme
13166,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013166.jpg,3,Cheez-It Original Baked Snack Crackers,,,Snacks > Crackers,Cheez-It; Original; red box with square cheese crackers
13166,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013166.jpg,4,Haitai Butter Coconut Biscuits,,,Snacks > Cookies,HAITAI; Butter Coconut Biscuit; white box with yellow flower graphics
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,1,Meiji Hello Panda Chocolate Creme Filled Cookies Box,,,Snacks > Cookies,HELLO PANDA; chocolate; panda graphics on red box
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,2,Meiji Hello Panda Strawberry Creme Filled Cookies Box,,,Snacks > Cookies,HELLO PANDA; strawberry; pink/purple box
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,3,Chips Ahoy! Original Cookies Box,,,Snacks > Cookies,Chips Ahoy!; blue box; SALE tag nearby
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,4,Ritz Original Crackers Box,,,Snacks > Crackers,RITZ logo on blue box
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,5,Crown Butter Waffles Box,,,Snacks > Wafers,BUTTER WAFFLES; orange box
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,6,Coconut Cookies Tub (Green),,,Snacks > Cookies,COCONUT COOKIES printed on green round tub
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,7,Butter Cookies Tub (Orange),,,Snacks > Cookies,BUTTER COOKIES printed on orange round tub
13311,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013311.jpg,8,Hello Kitty Cookies Box,,,Snacks > Cookies,HELLO KITTY character artwork on red boxes
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,1,Meiji Hello Panda Chocolate Creme Filled Cookies 57g Box,,,Snacks > Cookies,HELLO PANDA; Fun Filled Biscuit Treats; Chocolate
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,2,Meiji Hello Panda Strawberry Creme Filled Cookies 57g Box,,,Snacks > Cookies,HELLO PANDA; Strawberry
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,3,Meiji Hello Panda Vanilla Creme Filled Cookies 57g Box,,,Snacks > Cookies,HELLO PANDA; Vanilla
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,4,Crown White Heim Hazelnut Cream Wafers 142g,,,Snacks > Wafers,WHITE HEIM
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,5,Royal Dansk Danish Butter Cookies 454g Tin,,,Snacks > Cookies,Danish Butter Cookies; Product of Denmark; blue round tin
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,6,Royal Dansk Danish Butter Cookies 340g Tin,,,Snacks > Cookies,assorted shapes; blue round tin (smaller size)
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,7,Crown Butter Waffles 264g Box,,,Snacks > Cookies,Butter Waffles
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,8,Astor Chocolate Wafer Sticks 150g Box,,,Snacks > Wafers,ASTOR; wafer stick
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,9,Glico Collon Matcha Cream Rolled Wafers 54g,,,Snacks > Wafers,Collon; green tea
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,10,Glico Collon Strawberry Cream Rolled Wafers 54g,,,Snacks > Wafers,Collon; strawberry
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,11,Lotte Pepero Original Biscuit Sticks 37g,,,Snacks > Biscuit Sticks,빼빼로 (Pepero); Original
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,12,Lotte Koala's March Chocolate Filled Biscuits 37g,,,Snacks > Cookies,Koala's March; Chocolate
13384,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013384.jpg,13,Lotte Koala's March Strawberry Filled Biscuits 37g,,,Snacks > Cookies,Koala's March; Strawberry
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,1,M.Y. San SkyFlakes Crackers Tin (size not visible),,,Snacks > Crackers,SkyFlakes; blue tin with red/white stripes
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,2,Nabisco Ritz Original Crackers Box (size not visible),,,Snacks > Crackers,RITZ
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,3,Chips Ahoy! Original Cookies Pack (size not visible),,,Snacks > Cookies,Chips Ahoy!; blue pack; SALE tag on shelf
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,4,Haitai Ace Crackers Box (size not visible),,,Snacks > Crackers,Ace
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,5,Orion Marine Boy Baked Snack Box (size not visible),,,Snacks > Crackers,Marine Boy
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,6,Haitai Gosomi Sesame Crackers Box (size not visible),,,Snacks > Crackers,Gosomi
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,7,Coconut Cookies Tub – Green (brand/size not visible),,,Snacks > Cookies,COCONUT COOKIES (green plastic tub)
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,8,Butter Cookies Tub – Orange (brand/size not visible),,,Snacks > Cookies,BUTTER COOKIES (orange plastic tub)
13294,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013294.jpg,9,Crown Coconut Crackers Green Box (size not visible),,,Snacks > Crackers,Coconut Crackers; green box with coconut image
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,1,Oreo Original Chocolate Sandwich Cookies,,,Snacks > Cookies & Biscuits,OREO
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,2,Oreo Wafer Roll (tube pack),,,Snacks > Wafer Rolls,OREO
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,3,Ritz Original Crackers,,,Snacks > Crackers,RITZ
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,4,Julie's Ace Crackers,,,Snacks > Crackers,Ace
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,5,Orion Marine Boy Baked Snack,,,Snacks > Baked Snacks,Marine Boy
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,6,McVitie's Digestive Biscuits,,,Snacks > Cookies & Biscuits,Digestive
13224,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013224.jpg,7,Julie's Le-mond Lemon Puff Sandwich,,,Snacks > Cookies & Biscuits,Le-mond Lemon
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,1,Ritz Original Crackers (box),,,Snacks > Crackers,RITZ; red box with round crackers; Original
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,2,TUC Original Crackers (box),,,Snacks > Crackers,TUC; yellow box; crispy crackers
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,3,Chips Ahoy! Original Chocolate Chip Cookies (box),,,Snacks > Cookies,Chips Ahoy!; blue box; Original; SALE tag nearby
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,4,Oreo Original Chocolate Sandwich Cookies (box),,,Snacks > Cookies,OREO; chocolate sandwich cookies; blue box
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,5,"Oreo Strawberry Creme Sandwich Cookies (box, pink)",,,Snacks > Cookies,OREO; strawberry cream; pink box
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,6,"Oreo Matcha Green Tea Sandwich Cookies (box, green)",,,Snacks > Cookies,OREO; green tea/matcha cream; green box
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,7,"Julie's Coco Biscuits (box, green)",,,Snacks > Cookies,Julie's; COCO; coconut imagery
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,8,M.Y. San SkyFlakes Crackers (multipack),,,Snacks > Crackers,SkyFlakes; blue/white/red stripes; crackers
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,9,Ace Original Crackers (blue box),,,Snacks > Crackers,ACE; crackers; blue box
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,10,Ace Cheese Sandwich Crackers (red box),,,Snacks > Crackers,ACE; sandwich crackers; red box
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,11,Hershey's Cookies 'n' Creme Sandwich Cookies (box),,,Snacks > Cookies,HERSHEY'S; sandwich cookies; Cookies 'n' Creme
13253,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013253.jpg,12,"Garden Lemon Puff Sandwich Biscuits (box, green)",,,Snacks > Cookies,Garden; Lemon; Puff; sandwich biscuits; Chinese text on pack
13838,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013838.jpg,1,Kadoya Pure Sesame Oil 5.5 fl oz (150 mL),,,Pantry > Cooking Oils,Black label with gold text; yellow cap; multiple small bottles grouped together
13838,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013838.jpg,2,Kadoya Pure Sesame Oil 11 fl oz (300 mL),,,Pantry > Cooking Oils,"Black label, gold characters; yellow cap; taller bottle size"
13838,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013838.jpg,3,Bull-Dog Tonkatsu Sauce 300 mL,,,Condiments > Sauces,Japanese sauce; black bottle with yellow cap; label shows Bulldog logo and vegetables
13838,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013838.jpg,4,Lao Gan Ma Spicy Chili Crisp 7.41 oz (210 g),,,Condiments > Chili Oil,Iconic red cap jar with portrait of woman on label; grouped jars on lower-left shelf
13838,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013838.jpg,5,Unknown Brand Vegetarian Oyster (Mushroom) Sauce ~20 oz,,,Condiments > Sauces,Tall glass bottles with purple labels; matching purple case boxes on bottom shelf reading 'Vegetarian Oyster Sauce'
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,1,Ritz Crackers Original (Box),,,Snacks > Crackers,RITZ crackers; red box
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,2,Chips Ahoy! Original Chocolate Chip Cookies (Box),,,Snacks > Cookies,Chips Ahoy!; blue/light blue boxes; SALE tag nearby
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,3,Meiji Hello Panda Chocolate Creme Filled Biscuits (Box),,,Snacks > Cookies,Hello Panda; chocolate cream filled biscuits; red box
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,4,Oreo Original Chocolate Sandwich Cookies (Box/Family Pack),,,Snacks > Cookies,OREO original; blue packs/boxes
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,5,Oreo Strawberry Creme Sandwich Cookies (Box),,,Snacks > Cookies,OREO; strawberry flavor; pink packaging
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,6,Oreo Matcha Green Tea Sandwich Cookies (Box),,,Snacks > Cookies,OREO; green tea / matcha flavor; green packaging
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,7,Julie's Le-mond Puff Sandwich Lemon (Box),,,Snacks > Cookies,Le-mond; lemon puff sandwich; green box with lemon images
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,8,Julie's Ace Crackers Original (Box),,,Snacks > Crackers,Ace; blue box; sandwich crackers
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,9,Haitai Gosomi Crackers (Box),,,Snacks > Crackers,고소미; Korean crackers; yellow box
13271,/Users/bin.wang/Projects/playground/smb_onboarding/outputs/TNT_Asian_Market_first0s_20250907_145417/frames/frame_0013271.jpg,10,Garden Pop-Pan Spring Onion Crackers (Pack),,,Snacks > Crackers,Pop-Pan; spring onion flavor; green packs
